FBgn	gene	chromosome	start	stop	BS40	BS43	BS46	BS49	BS54	BS55	BS58	BS62	BS66	BS67	BS71	BS73	BS107	BS111	BS113	BS196	BS200	BS203	BS129	BS133	BS136	BS137	BS140	BS143	BS150	BS156	BS162	BS153	BS159	BS165
FBgn0067958	CG12792	chr2R	1642032	1643558	67.6321	57.7096	46.3815	62.4558	59.0115	63.0948	43.0769	31.4914	21.6241	18.0705	40.2092	30.0024	86.0887	44.433	31.5871	15.2622	18.1481	17.3194	15.9149	17.1195	18.3715	15.8902	9.85394	10.756	11.1696	14.0339	14.9552	52.3714	67.0958	69.0701
FBgn0001974	CG3688	chr2L	15009914	15011772	41.1309	60.949	34.6374	24.9371	25.2522	20.9304	19.2537	15.734	14.2277	7.41652	17.9383	15.1475	5.93199	7.92397	5.57017	5.18368	7.99108	11.1974	11.531	8.16945	10.3058	9.59266	6.78382	3.59591	5.58465	6.70887	6.78139	10.0269	21.6498	22.3913
FBgn0001977	CG4180	chr2L	15036256	15038975	20.6264	25.65441	33.2629	31.40388	30.70731	28.0419	19.67642	13.11014	11.0259	6.50492	9.18512	9.86799	9.99042	13.24826	11.37256	16.44163	36.93174	90.2064	87.80716	35.99849	30.37735	22.14196	15.7404	13.64418	14.77611	19.46769	18.34143	12.04544	15.23465	15.19111
FBgn0259982	CG15266	chr2L	15256561	15257642	28.7962	31.1174	22.4834	15.8032	18.4332	16.3148	12.3465	7.93724	6.59549	3.26569	5.01855	5.91573	4.57213	5.70843	4.32347	5.63837	7.63039	11.0776	9.46585	11.0168	13.2546	9.9426	6.16539	4.41908	7.43027	9.76977	8.07893	7.97092	16.6383	16.0228
FBgn0001986	CG4152	chr2L	15752235	15755905	49.8781	81.8442	78.0248	64.4314	52.3274	39.9801	29.3751	28.0018	20.4169	11.8873	35.3772	26.497	30.0008	12.973	9.75472	7.24481	10.5409	10.8519	10.7087	13.1476	15.7792	10.7627	6.53346	8.75261	9.49699	13.879	15.064	25.5579	29.5737	30.0326
FBgn0001989	CG13240	chr2L	15749486	15751155	68.95869	95.44566	94.2754	77.2098	72.15994	94.3304	63.2514	60.76889	74.0917	123.504	123.666	110.383	119.59829	155.604	151.9798	88.16774	53.20029	44.7067	42.4075	46.169	46.3211	76.7878	173.55	191.018	216.547	188.0519	84.9297	141.929	86.58582	72.65424
FBgn0002021	CG10655	chr2L	19049842	19051616	28.2634	13.1255	11.9358	17.7044	22.084	36.0124	27.1038	22.3513	22.3085	17.86	16.7713	16.8424	24.1755	27.653	21.7418	12.3602	12.6692	13.9884	14.3438	12.2965	14.7384	21.7023	24.3822	14.9439	17.5958	19.8891	21.2686	19.8668	25.9887	26.1707
FBgn0086444	CG10689	chr2L	19123995	19126973	18.8434	16.5609	29.0172	27.5358	19.8279	16.1036	10.641	7.55513	4.35718	3.59354	2.77909	2.66008	6.05993	5.49155	4.92868	5.32023	6.91242	7.397856	7.16158	9.23014	10.8499	5.66464	3.86495	3.10968	4.38654	5.08534	6.03995	9.06252	11.6092	12.4089
FBgn0002031	CG10691	chr2L	19121937	19123866	231.359	67.5189	42.80794	83.9789	114.067	194.599	160.62836	228.07	202.811	166.199	157.834	131.1483	306.184	264.101	202.144	80.81202	78.03775	84.7176	71.68657	69.79062	92.81072	156.6517	143.91285	99.0078	98.88731	110.2029	137.486	190.507	197.3094	204.776
FBgn0086445	CG10563	chr2L	19127223	19129355	24.2512	21.4993	10.4964	10.6477	10.7935	7.12489	7.42582	7.34477	5.99542	3.34297	7.05496	7.32905	2.90455	3.2265	3.03579	3.30004	4.05725	4.20866	3.73873	4.60866	4.86464	3.74644	3.04889	2.06357	3.01251	3.44902	4.05054	6.80054	12.2075	12.4418
FBgn0086446	CG17347	chr2L	19132306	19133113	34.439	52.8189	42.3408	48.562	47.4834	60.6589	40.206	24.9215	26.5849	28.7157	39.0331	33.8474	28.199	24.8495	20.8261	30.2962	34.2011	37.4928	34.5841	30.0449	34.0098	29.6779	23.2382	17.1406	19.3079	23.2597	21.9462	20.1534	27.3334	27.2636
FBgn0086447	CG10685	chr2L	19133022	19134998	9.1728	13.03623	15.9044	23.4241	24.1489	22.5094	20.8066	7.98385	8.435952	6.9192	18.8963	15.3457	33.0619	18.9294	12.3743	7.13962	7.97233	8.230108	7.10431	7.94907	8.853465	7.267247	5.05371	4.61988	3.54867	4.10818	4.66806	14.3606	23.80047	21.3224
FBgn0010609	CG8732	chr2R	4553319	4570533	80.4733	11.623884	12.422734	30.54479	48.33899	71.21471	95.44067	101.78811	124.93155	123.08868	123.81851	146.46464	129.17078	180.10788	130.68401	51.1257	34.758113	35.325273	60.81296	38.427958	42.22755	75.37678	86.71719	148.67528	201.1961	157.04925	154.78317	156.53873	167.96493	157.16267
FBgn0033029	CG8426	chr2R	1543829	1550836	67.3575	49.936	96.27981	88.0238	80.62198	57.11218	77.89629	36.37518	34.72933	28.94699	24.90985	29.8866	32.2046	27.5998	20.50287	23.08567	38.75637	51.5315	52.23501	44.22463	51.61382	35.15213	25.29843	17.98315	22.07868	20.95869	21.33219	32.06	59.08459	53.4374
FBgn0013548	CG11295	chr2R	19589987	19592934	137.156	45.7247	31.9098	29.0521	17.9292	11.7648	6.14145	10.477	5.92453	3.79339	2.58738	2.40558	5.57409	4.52168	3.44422	3.8345	4.8516	4.52933	4.25892	9.5701	8.55127	3.80488	1.53593	2.77389	1.94172	2.67454	3.96872	25.4584	42.7347	49.7734
FBgn0011296	CG4533	chr2R	19572161	19573183	1.291786	0.748663	0.979025	2.31088	6.804692	19.259	36.6328	374.0781	392.304	305.9493	239.9413	274.8102	152.4031	160.9312	441.171	965.395	1423.228	1714.123	600.908	63.79451	31.86916	85.6739	400.3681	221.6558	205.5632	170.0689	308.9258	228.7776	51.9399	65.7755
FBgn0250747	CG4713	chr2L	11106802	11110883	18.8618	3.22506	3.56891	5.41308	6.39884	5.36875	7.52936	4.59244	5.20566	5.82527	5.91364	8.26907	5.99673	5.90731	6.31941	9.72086	15.85875	22.15067	25.3016	18.39352	13.09257	9.28833	5.14687	5.26459	7.00933	7.0091	7.5853	8.22849	14.89645	14.58398
FBgn0002121	CG2671	chr2L	9578	21627	60.83934	97.37678	123.19223	85.59656	76.3205	35.93635	96.17446	61.77736	104.43255	60.36155	37.96971	51.04847	15.027475	26.21726	20.15425	20.408212	29.33881	29.62938	30.04575	24.8036	32.91588	21.15447	17.092052	8.553103	11.970723	11.080022	9.881483	20.87394	53.64786	44.12172
FBgn0022029	CG4798	chr2R	13307749	13313192	36.02997	37.87715	46.68069	41.36318	41.729527	33.84807	41.04277	25.47994	23.07534	13.245167	23.43824	25.35453	30.06389	20.127581	16.65506	12.128832	16.619786	21.16045	19.793677	11.434844	18.528827	25.573397	15.704614	8.476069	9.572033	10.942409	14.563907	24.98998	34.07856	32.3423
FBgn0022153	CG3054	chr2L	4394146	4400466	37.9052	6.993941	17.549862	22.028913	19.33017	15.71495	21.37172	17.54434	12.866933	10.258353	7.972877	9.147965	14.95205	14.206395	12.92852	16.11445	20.73052	21.76448	22.24131	20.66093	26.75725	19.27215	13.16409	10.10973	11.361083	13.07173	14.46694	21.61827	34.02896	32.7135
FBgn0022070	CG7989	chr2R	12233342	12235003	24.7248	42.9437	53.2051	48.2158	43.6905	33.6435	29.1304	18.0027	15.5435	11.4265	29.5356	27.4498	37.2364	18.8608	10.6946	5.88824	7.07098	8.3287	7.72606	9.03343	7.35775	5.73637	3.67036	4.28797	3.05079	2.86622	3.45909	18.0174	24.8905	25.205
FBgn0086451	CG10805	chr2L	6854128	6860931	33.0605	41.082	38.0124	38.5357	35.8928	18.9429	26.0163	19.7356	15.923	10.1571	33.0552	28.5711	28.468	13.5073	9.33448	4.46679	5.91603	6.42421	5.43724	5.55925	5.4147	4.30045	2.21156	3.09511	2.60112	2.98265	3.48305	18.7687	30.14	27.3603
FBgn0021979	CG3082	chr2R	18954716	18959428	133.70514	178.50706	103.45341	75.58749	88.6326	93.32202	78.89531	78.81211	62.23066	73.66891	81.01003	67.9476	39.6226	44.119956	57.95979	98.68944	106.04416	113.3271	111.30098	106.77557	145.12141	148.40241	115.3747	106.28933	111.45909	105.45668	106.17223	108.21702	90.15397	95.86617
FBgn0016970	CG13951	chr2R	5286593	5287404	26.2932	4.45791	3.24044	5.52143	5.68551	6.16733	5.85384	3.02505	2.12486	1.63844	2.26823	2.05381	5.71277	5.08341	5.29852	5.71869	6.27241	8.00728	5.89965	6.21799	5.93297	4.98815	4.52166	3.86228	4.03892	5.07787	6.28087	11.5128	20.9317	20.5492
FBgn0021856	CG8674	chr2L	21261114	21262822	36.4408	41.464	47.73031	33.7202	29.6005	27.6631	25.701	18.709	22.3212	20.1251	22.6265	24.5166	30.6716	34.4353	23.9261	16.3671	17.1283	19.1242	17.8657	17.9784	19.2298	23.0597	27.9237	16.6933	19.1226	18.8172	18.2226	21.7157	29.8032	30.8366
FBgn0021847	CG8325	chr2R	2097246	2101774	34.29783	11.927214	15.37322	16.96613	14.18337	15.16065	11.031622	10.68308	11.14177	11.66149	12.32656	12.74697	13.73627	10.74786	7.15807	6.58866	9.17557	10.91877	10.185108	13.07741	15.28025	14.10761	13.44591	14.23461	16.79777	19.52676	21.69125	18.47337	24.49578	25.27728
FBgn0021800	CG3920	chr2L	3803295	3810714	12.92015	5.45581	2.326856	3.327309	4.619138	10.74467	13.69519	7.81653	9.65539	8.96698	6.96228	7.32102	7.03383	3.620869	2.885293	2.646862	7.07873	8.5492	9.829141	17.82039	23.36669	17.009173	7.52407	7.47731	9.12894	10.10245	9.08681	15.79115	21.23767	18.07554
FBgn0011297	CG4084	chr2R	19592930	19599111	16.6381	4.41109	9.03631	6.89621	6.95777	8.18993	6.50678	10.7525	8.55215	6.47498	2.64319	2.3207	5.88476	10.642	9.99048	4.3926	4.32787	3.55226	3.60311	3.99531	5.06201	5.83267	8.34209	3.07137	3.73563	4.87697	5.84509	8.40863	10.6569	11.799
FBgn0010704	CG7085	chr2L	2226521	2231157	67.7616	87.54367	47.11648	60.6826	78.8044	119.391	115.5719	79.89977	99.62819	66.68495	59.42916	71.78	43.51279	57.76023	44.06025	48.6565	67.0582	88.43365	92.73132	74.23634	75.6435	70.84804	54.01992	34.12535	59.7941	56.21564	52.00426	43.12399	58.9341	58.51554
FBgn0002174	CG5504	chr2R	19594384	19596758	53.04403	22.40084	14.578037	22.83735	24.92775	49.65565	36.88717	62.50031	46.24349	47.63871	48.56437	36.77924	89.2833	66.06953	50.53711	17.14279	18.47181	17.260418	16.32719	24.96176	33.72728	50.61198	61.16536	72.065	76.59503	87.36913	104.6675	58.9062	44.82917	49.66673
FBgn0010741	CG6302	chr3L	11066391	11067557	104.068	134.634	96.1481	98.5804	116.316	140.815	133.071	94.4877	83.3068	53.4111	67.7051	71.7004	112.977	101.936	75.9152	52.3234	56.1291	72.4496	71.6636	60.3163	68.4312	69.5287	77.7858	34.5544	29.1066	23.596	35.0364	71.2628	102.97	89.3167
FBgn0010786	CG9165	chr3L	1334876	1339450	85.5306	7.77534	10.3724	26.1149	29.6408	37.1502	43.8471	66.4036	42.085	37.3932	49.0482	46.4862	45.2666	53.8555	33.4417	13.5836	15.5906	17.4783	18.9319	17.3411	21.3943	56.0102	62.1214	63.9294	51.3432	72.5325	74.2376	69.4011	86.1132	86.8642
FBgn0010808	CG1715	chr3R	26878269	26879674	87.9508	115.499	107.853	76.0869	76.6645	78.6446	70.8327	95.6955	96.8279	99.9232	115.121	116.437	150.937	164.294	153.13	91.725	59.4312	51.2001	45.9391	41.3094	42.7523	64.9003	146.073	190.793	166.091	141.109	111.038	171.064	92.6488	84.3791
FBgn0010830	CG11238	chr3L	22731604	22734611	36.8615	7.76274	12.4992	15.2387	12.2478	8.82352	9.88758	7.11708	5.38708	5.12785	4.7666	4.81376	7.66729	6.17496	5.81763	6.40376	8.87181	8.79512	8.4451	10.5709	13.924	9.50525	5.56664	6.06573	6.77118	8.36256	9.4544	15.7305	26.1948	26.9115
FBgn0010877	CG7129	chr3R	14114520	14124622	92.2743	81.8463	41.9208	47.32134	45.37079	28.84957	30.691	42.8793	36.10376	32.01429	44.77772	32.71946	14.03889	8.99044	9.09188	9.140639	16.15463	19.04693	26.36527	35.87853	26.673	19.45441	13.73865	18.924	16.6862	18.6367	24.3494	34.2919	51.53761	50.24324
FBgn0010926	CG5824	chr3R	13362453	13365711	37.7621	61.223	45.5168	40.6499	41.7596	24.0046	26.5138	16.649	14.7849	9.84167	34.1766	31.0141	25.2901	13.7738	9.38557	5.52877	6.73534	7.4135	6.78654	6.20799	7.32392	6.58996	3.93428	4.32671	3.95924	3.80295	4.32351	20.929	34.7489	33.3231
FBgn0013563	CG6760	chr3L	14064991	14069224	17.6343	5.23231	6.255	5.03807	4.47324	3.69658	5.20549	3.79696	4.91772	5.76213	7.09989	8.78027	6.77563	6.83188	6.22173	5.49285	6.12339	7.16631	5.78462	5.33533	5.99175	9.24296	7.57218	23.2132	13.2854	5.28386	4.70638	13.2408	12.3304	11.9352
FBgn0002283	CG4195	chr3L	16581001	16583259	69.8364	20.88796	26.36205	27.7508	29.5359	40.5651	26.3696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.3444	13.99084	15.69113	16.01834	19.74696	17.2405	0.0	0.0	0.0	0.0	0.0	0.0	46.4354	47.0586
FBgn0260655	CG8793	chr3L	19606525	19611720	22.25429	26.0133	22.65439	13.12779	15.41763	12.08292	17.21686	11.88053	11.99979	8.99517	10.89168	13.09577	7.39434	8.0183	6.64709	7.43061	11.33523	15.01583	15.74333	13.53208	14.96106	13.61596	9.17745	8.73614	14.63157	16.80555	18.50424	11.31532	20.6988	18.64462
FBgn0013576	CG32464	chr3R	1095877	1176165	102.19318	35.538779	29.476536	38.147167	36.595336	45.6993	64.941877	44.9875	59.728538	66.145439	63.050793	78.445155	46.47038	44.623225	34.945397	26.018118	40.920225	58.535097	113.992935	155.70775	77.035128	62.056943	60.825193	76.91865	72.050947	81.557218	74.009262	59.70893	76.43662	71.92969
FBgn0002354	CG7620	chr3R	8856630	8857663	10.5472	4.26382	4.65751	4.20188	5.84448	8.85716	9.69971	7.74805	10.7668	11.6896	14.8436	18.8836	13.5578	17.0999	10.0542	7.31586	8.10003	5.88627	5.50112	6.34467	6.58897	12.1006	16.2907	10.4495	15.407	15.2573	14.7265	10.5294	14.6572	14.4218
FBgn0086686	l(3)L1231	chr3R	10468433	10481579	61.89696	55.3464	36.372402	34.9335	34.20995	22.8997	29.1952	26.56089	22.80574	22.71172	22.15821	20.519377	14.573463	8.231546	8.106135	5.995545	20.29568	23.14003	25.00917	31.73349	31.69639	19.02014	11.11477	13.637222	13.42934	15.88476	17.03572	22.34305	31.7057	35.09644
FBgn0086699	l(3)S147910	chr3L	12517086	12518252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.69169	5.34015	7.23288	0.0	0.0	7.01341	9.54785	0.0	0.0	0.0	5.65658	0.0	11.272	0.0	0.0	0.0
FBgn0011335	CG6801	chr3L	12109186	12111156	28.9103	32.5617	31.6177	30.8469	27.5919	18.5313	21.255	10.649	10.871	6.98689	18.4964	17.8252	6.90736	7.73328	5.57255	5.91586	7.71556	10.9489	10.3672	10.879	11.9281	9.26593	6.79809	3.7048	5.37649	6.51933	5.4722	7.89607	19.9147	17.9442
FBgn0002440	CG12755	chr3L	6116985	6122093	0.133419	0.451399	1.820391	1.708945	2.16649	1.54095	0.755959	0.3521965	0.4761642	0.76085	3.963035	2.98454	8.254502	1.102577	68.55009	77.6043	26.99341	3.937604	0.4037879	0.13836	0.105169	0.335142	6.48586	10.124458	2.11413	0.122992	0.113065	1.430763	0.185156	0.222087
FBgn0002441	CG5954	chr3R	23091951	23099123	62.14262	53.00308	30.93548	34.342	33.43261	20.98351	23.63064	27.65045	26.79052	18.102767	19.74817	19.11702	16.95232	10.081003	8.94466	6.744531	10.37433	11.356105	12.02046	20.322763	20.44469	15.94701	12.195985	15.028495	16.53645	18.032043	21.1161	21.06211	28.45081	30.76229
FBgn0067956	CG9762	chr3L	12130570	12131736	91.11071	126.2662	143.1877	98.51872	106.7327	117.9168	125.6572	90.0731	122.6527	147.9359	170.3121	192.1221	174.2681	221.9798	196.6407	110.9612	60.65414	58.2097	51.63025	47.66345	54.3032	99.196	245.8127	223.2303	297.6684	235.7161	132.2471	185.1914	136.2609	108.2478
FBgn0243580	CG6874	chr3L	18814245	18815454	131.168	34.0792	71.3133	61.1641	41.5189	20.77935	10.32128	5.82969	3.46442	2.81316	1.864705	2.78308	5.194489	4.39015	5.24906	7.55812	9.42908	10.35025	9.09463	15.16648	11.25402	4.30157	2.39471	3.88245	3.014327	5.13323	5.60829	28.87687	60.9031	64.5584
FBgn0086910	l(3)neo38	chr3R	7590577	7604995	6.602178	64.5082	132.15453	154.83255	158.8131	113.2296	148.60723	101.3643	36.9941	32.51712	19.30966	17.2476	20.98421	8.41718	6.557946	8.855834	32.91569	38.28615	46.84738	49.09799	52.98679	28.37408	8.075017	11.811551	9.630274	9.352998	10.06365	11.065493	4.633216	5.12527
FBgn0011476	CG14865	chr3R	11103823	11104390	15.4546	12.9401	18.6143	12.1866	11.4313	11.7736	13.4871	9.75944	12.4539	13.9087	11.9255	18.3713	13.1888	15.928	11.1362	7.40508	7.74979	8.72364	8.50262	9.39506	14.7536	17.7614	19.565	10.3089	18.1246	16.7723	17.9389	12.9668	16.5791	15.7751
FBgn0261479	CG2245	chr3R	27572166	27573251	111.764	52.0222	36.9905	35.6757	27.0669	23.7398	16.862	13.1023	9.68007	9.91448	20.6006	16.7578	62.4232	38.3649	27.4222	19.5535	21.8956	21.4969	17.8305	18.9459	21.3915	18.0937	15.1014	27.264	26.8193	36.0005	41.5055	51.6596	66.9106	74.2957
FBgn0002522	CG1264	chr3R	2487119	2504356	0.119009	1.43505	4.52285	5.24904	3.59078	4.3001	6.17076	9.28351	7.66855	8.09055	7.99102	6.97297	7.0644	3.74014	1.9674	1.59565	1.55428	0.937184	0.562034	0.488766	0.946033	0.761205	0.586172	1.38814	1.2401	1.54474	1.45388	1.33077	0.405652	0.442725
FBgn0002524	CG4162	chr2L	15499086	15505061	55.4177	24.6316	18.5935	16.9039	21.3605	26.1277	28.3778	26.3894	26.5532	22.5084	25.5192	31.3956	36.3032	29.8235	28.2249	17.6919	18.3945	25.5604	38.1243	17.2129	14.333	10.7876	8.48808	7.50133	11.6092	11.1069	12.0655	22.965	37.2137	36.3874
FBgn0029006	CG4943	chr2R	13480176	13491495	68.3243	102.5547	78.29198	53.79512	51.28174	29.4284	37.54229	41.0013	35.38851	21.9452	34.23261	33.60317	14.28364	11.06551	10.05884	11.79291	19.61492	22.57674	24.47438	28.25719	41.5564	36.5812	24.8349	23.02931	30.0479	36.27543	40.86387	26.41011	39.64775	41.15225
FBgn0020280	CG14660	chr3R	701726	704321	0.0076327	0.0174388	0.00845564	0.00648095	0.0312856	0.0178783	0.0383256	0.0256393	0.0120776	0.0	0.0	0.0	0.00581284	0.0	0.0198362	0.911029	2.74107	3.39426	3.1379	5.48504	8.46585	9.2216	7.7244	4.48956	8.81379	12.1774	12.0481	0.0	0.00836251	0.0173254
FBgn0016031	CG10645	chr3L	5336714	5349023	41.5644	15.06993	13.79082	21.9936	26.3502	22.21629	21.19802	12.21863	9.06047	12.37081	20.51363	27.1551	32.2695	29.6763	22.76407	13.31109	25.1766	52.7703	61.4483	36.607	31.6213	21.3702	14.45443	22.80296	32.0601	35.15588	37.36667	37.0691	48.1	47.9307
FBgn0043470	CG12350	chr2R	7224352	7225296	0.139628	0.227868	0.563487	0.660542	0.674521	1.5574	3.66829	11.5248	40.511	69.6804	115.675	146.735	69.9696	86.0618	32.2697	33.7242	1.86153	0.29568	0.263115	0.222902	0.205199	1.54519	3.3797	11.195	54.1189	75.1655	77.6438	62.182	43.5334	56.3928
FBgn0086372	lap	chr3R	3012661	3026646	42.53997	6.398961	12.73466	17.7725	21.73463	18.649477	30.76109	18.453	24.49738	21.47726	19.74829	25.4879	20.8932	16.0023	12.249775	11.76464	24.88654	36.05207	44.3861	28.13744	29.0016	25.58623	23.64959	21.91365	22.87999	24.54689	21.49145	28.60124	47.83458	45.76244
FBgn0011640	CG8597	chr3L	7332365	7335041	180.4304	275.64676	240.0082	244.3883	189.3451	179.95424	122.90036	113.6308	67.04598	55.0346	36.94416	28.48227	51.41789	60.58255	44.01688	43.90152	68.70366	71.6775	69.75245	78.93125	110.0434	65.21655	32.93616	37.56948	30.18454	38.792692	46.79081	82.00925	93.05307	101.15155
FBgn0261618	larp	chr3R	24143890	24162400	73.6886	32.74687	38.88716	52.17893	48.351	28.68786	34.99686	31.91923	41.88919	60.20176	56.24972	52.64844	45.89514	24.90729	35.66501	10.115073	17.678347	14.51229	23.84705	123.95882	84.147	54.69534	33.16557	26.00355	46.7085	44.8156	41.33022	61.86571	65.76222	66.75398
FBgn0005654	CG4088	chr2R	9090247	9094027	30.1017	8.76778	23.4	0.0	8.41836	4.68811	2.3688	1.77138	1.10542	0.714484	0.448921	0.567375	2.59963	2.82086	1.74504	3.8594	7.72212	9.85535	9.04543	17.9046	27.9533	0.0	19.0198	15.0575	23.82	0.0	38.5238	7.73188	18.2143	18.9807
FBgn0037163	CG11440	chr3L	22451915	22454283	0.540723	0.808468	0.753182	1.10731	0.985955	1.5956	1.44738	4.78799	8.37367	12.5509	20.9195	19.9501	4.35417	2.58904	4.30876	6.51866	7.65581	6.53455	3.54879	14.156	9.10981	9.50541	5.34748	15.2466	14.4673	17.0724	17.662	14.9142	7.48371	8.83533
FBgn0011278	CG6545	chr3R	17267288	17272801	0.0	0.0509732	0.118635	0.613777	0.4087605	0.195096	0.13443	0.104921	0.0415292	0.0539085	0.0567086	0.0406045	0.0815561	0.0486975	0.0115962	0.0585258	0.168676	0.0762794	0.130795	0.278298	0.415921	0.43692	0.301466	0.211659	0.4238631	0.623612	0.53527	0.0124307	0.0	0.0101284
FBgn0034083	CG8434	chr2R	12051731	12057024	9.46819	12.0666	36.9448	55.3715	49.0899	43.0158	36.2233	23.5104	16.8625	14.1645	15.7538	17.0597	9.76877	7.136	6.60256	10.0156	16.3706	19.0494	16.0681	18.5172	29.7318	14.5913	9.92488	8.53838	10.147	12.2461	13.5925	9.10265	8.98181	9.68437
FBgn0008651	CG6570	chr3R	17235692	17259955	0.0297941	0.102108	0.1759301	1.766131	4.171017	5.971156	7.059006	3.517635	3.20304	2.943509	2.344086	2.915621	1.582928	1.004298	0.537568	1.694293	2.992613	4.593894	4.960923	3.888947	5.889349	2.991459	1.701425	1.070282	1.993164	2.120557	2.218547	0.473361	0.268961	0.1960136
FBgn0016032	CG2374	chr2R	2936742	2939969	0.587073	0.4473139	0.358091	3.922386	9.57727	49.00413	55.0818	85.1557	91.9417	86.9115	50.0188	46.87762	15.45041	5.79493	4.4457	6.54091	17.46181	31.29613	17.65147	15.372337	5.53243	4.755575	9.45862	22.945754	15.95244	17.6771	21.66729	10.22251	3.94363	4.95958
FBgn0028583	CG12794	chrX	21267753	21268337	0.0	0.0	0.0	0.0	0.0420379	0.0	0.0	0.0349074	0.0986603	1.61645	3.21587	4.47857	4.45475	2.94886	4.61177	8.14643	8.38522	7.45908	4.06984	2.45758	0.737584	2.54565	0.0818944	3.78534	547.873	871.848	1270.25	264.69	194.746	373.71
FBgn0035838	CG7942	chr3L	8114601	8116725	0.0	20.9291	19.792	12.4983	8.88215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBgn0026634	CG6177	chr3R	11184189	11187399	23.3457	6.07157	13.0529	15.5543	17.0853	16.1116	15.0265	7.84005	7.58375	5.89809	5.04845	5.95323	7.3316	9.8977	7.65656	8.11276	8.91861	11.6653	11.0528	9.92802	11.9202	11.2376	7.61672	5.76536	9.52936	12.3343	11.8498	9.22225	17.4212	16.9377
FBgn0002542	CG2684	chr3R	3746115	3750570	74.4208	16.54483	47.64736	42.40589	25.49987	11.31326	7.00055	2.98633	2.17068	1.85579	1.38038	1.646153	3.524261	3.891215	3.435387	6.213374	11.381032	14.37352	14.27054	16.35506	17.70435	9.83135	5.236328	4.42805	6.64022	10.765	8.58065	20.1984	50.6685	49.3665
FBgn0002543	CG5481	chr2L	1379987	1420561	3.38305	65.9555	149.863	152.727	116.833	51.3168	68.7561	51.8416	33.9429	19.7467	9.00053	10.7543	5.5367	2.73516	1.95595	4.71677	11.1982	14.42	20.1863	21.5358	33.0353	22.651	9.76384	4.19322	2.39196	2.16808	2.07063	1.95623	0.799686	0.696172
FBgn0040107	CG2826	chr2L	624643	625453	0.0232468	0.0	0.090136	0.0	0.0238215	0.0	0.0145909	0.0	0.0367844	0.0200612	0.0295445	0.018001	0.0	0.0140949	0.0604148	0.0914737	0.0	0.129223	0.102214	0.0599485	0.0869621	0.082606	0.0916004	0.816628	7.88636	7.72031	5.01284	0.161905	0.356573	0.237454
FBgn0040106	CG13686	chr2L	620432	621540	0.0	0.138958	0.14823	0.0	0.0	0.0	0.0	0.0408606	0.0	0.0629828	0.0	0.0188382	0.0	0.0147505	0.0	0.0319094	0.0574783	0.0450778	0.017828	0.0209123	0.0227517	0.0172896	0.0	0.496867	3.11478	3.5322	3.25542	0.0338872	0.0799624	0.0552218
FBgn0259230	CG42295	chr2L	2036455	2037247	0.0475502	0.10864	0.210708	0.121125	0.194903	0.0	0.0149225	0.0	0.0	0.0	0.0	0.0	0.398341	11.0276	17.6713	23.6376	1.03918	0.0440533	0.0348457	0.020437	0.0444692	0.0675867	0.0468411	0.0388459	0.213273	0.376934	0.0202639	0.0	0.0260484	0.0539668
FBgn0040104	CG3410	chr2L	3716879	3717728	0.0221789	0.0	0.0859955	0.131825	0.181817	0.121217	0.222731	0.0558766	0.175474	0.0191397	0.084562	0.0171741	0.0168908	0.0268948	0.0	0.349087	0.288204	0.863009	1.30025	0.209714	0.352611	0.189147	0.0873926	0.0362379	0.0361735	0.0555201	0.0	0.0308936	0.0242995	0.0
FBgn0040102	CG2958	chr2L	4188122	4189285	0.0161908	0.129471	0.233173	0.164972	0.0829552	0.0758481	0.0609732	0.0272305	0.0256194	0.153693	0.370386	0.388654	0.221948	1.47251	1.8514	4.16233	8.47304	10.1701	17.4414	12.7763	12.5071	6.09849	2.20101	1.87823	6.64136	4.75554	2.18035	3.31523	2.46771	1.3598
